price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement
90000,2,1,790,2640,1,3,790,0
860000,4,2.5,3560,11119,1,3,2290,1270
675000,4,2.5,3000,5548,2,3,3000,0
975000,4,2.5,3490,7494,2,3,3490,0
780000,3,1.75,2340,10495,1,4,2340,0
370000,3,1.75,1650,8254,1,5,1060,590
665000,3,2,1940,5820,1.5,5,1150,790
675000,5,3,3410,9600,1,4,1870,1540
620000,3,1,1710,4050,1.5,3,1710,0
1105000,4,1.5,2740,4000,2,5,1930,810
450000,3,2.75,1250,892,2,3,1040,210
450000,3,2.25,2450,42180,1,4,2450,0
530000,3,1.75,1690,8190,1,4,1690,0
635000,4,1.75,1950,13320,1,4,1370,580
580000,5,2,2290,7125,1,3,1190,1100
1550000,5,3.25,3370,17458,1,5,2000,1370
285000,3,1,1090,8640,1,4,1090,0
375000,3,1,1190,9486,1,4,1190,0
1400000,5,4.25,3530,7924,2,3,3530,0
560000,3,1,1440,5000,2,3,1440,0
405000,4,1.75,2180,13529,1,3,1090,1090
413000,4,1,1410,6000,1,3,810,600
287600,3,2.5,1950,8251,2,3,1950,0
1680000,5,3.25,4860,23723,2,4,3820,1040
225000,3,1,1660,7210,1,3,1100,560
319000,3,1,1390,12823,1,4,1390,0
322500,3,2,1350,14200,1,3,1350,0
570000,3,2,1530,5401,1,4,1530,0
465000,3,1.5,1270,5112,1,3,1270,0
435000,4,2.25,2140,6355,2,3,2140,0
502000,4,2.5,2040,5616,2,3,2040,0
525000,3,3.5,2876,5086,2,3,2360,516
525000,3,2.5,1580,1161,2,3,1010,570
660000,4,3.5,3400,5196,2,3,3400,0
870000,4,2.5,3520,6773,2.5,3,2650,870
650000,4,2.5,2210,4861,2,3,2210,0
505000,4,2.5,2790,5602,2,3,2790,0
330000,3,2.5,1450,5008,1,3,840,610
385000,4,1.75,1620,4980,1,4,860,760
306000,3,1.5,1220,1086,3,3,1220,0
546000,3,1.75,2000,5000,1,4,1110,890
925000,4,2.5,2190,7350,2.5,5,2190,0
542000,4,1.75,1900,8250,1,4,950,950
800000,3,1,1700,4400,1.5,4,1700,0
620000,5,2.5,2540,3832,2,5,1760,780
175000,2,1,1170,8925,1,3,1170,0
740000,5,5,5774,31675,1,3,4490,1284
345000,3,2.25,2120,15003,2,3,2120,0
510000,3,1.75,2170,26460,1,3,1450,720
530000,4,2.75,2450,15002,1,5,2450,0
155000,2,1,700,5200,1,5,700,0
266000,3,2.5,1780,7214,1,4,1400,380
257200,3,2,1850,8250,1,4,1150,700
265000,3,2,1570,5706,1,3,1570,0
372220,3,1,1290,5500,1,3,980,310
337500,5,2,1700,7314,1,3,1000,700
582500,2,1.5,1159,4800,1,3,1159,0
489200,3,2.75,1850,9600,1.5,5,1850,0
405100,2,1,840,3522,1,3,840,0
372977,3,2.5,1690,1618,2,3,1150,540
310000,3,1,1050,9876,1,3,1050,0
538000,3,1.75,1400,3825,1.5,4,1100,300
1400000,3,2.5,2550,7200,2,3,2550,0
317000,3,2.5,1840,5011,2,3,1840,0
702500,3,1.5,2360,6750,2,5,1930,430
565000,4,2.5,2240,14667,2,4,2240,0
723000,4,2.5,2700,4004,2,3,2700,0
766950,3,2.5,3030,30007,1.5,4,3030,0
682000,3,1.75,1830,5120,1.5,5,1830,0
325000,3,2.5,2220,6049,2,4,2220,0
543000,3,2.5,2090,7640,1,3,1360,730
525000,3,1.75,1600,6120,1.5,3,1600,0
364000,4,1.75,2010,8625,1,4,1340,670
394475,2,1,830,4000,1,3,830,0
316000,4,2.5,2010,7226,2,3,2010,0
339950,3,1,1050,5402,1.5,4,1050,0
486000,4,2.5,2150,39449,1,3,1420,730
160000,3,1,860,11900,1,4,860,0
930000,3,2.5,3100,20553,1,3,3100,0
139000,3,1,1100,17334,1,3,1100,0
562000,3,1.5,1830,8000,1,4,1830,0
299000,2,1.75,1250,34395,1,4,1250,0
511000,3,2.5,1820,4883,2,3,1820,0
499000,3,2,2090,42689,1.5,3,2090,0
356000,3,3.5,2100,12384,2,3,2100,0
470000,4,2.5,2310,14023,2,3,2310,0
715000,4,2.25,2060,5649,1,5,1360,700
1120000,4,2.25,4470,60373,2,3,4470,0
458000,3,1,1660,7500,1,4,1060,600
966000,5,4.5,3810,8019,2,3,3810,0
305495,3,1.75,2110,10200,2,4,2110,0
543000,2,2,2370,217800,1.5,3,1600,770
340000,3,2.25,1970,3716,2,3,1970,0
633100,4,2.5,2470,33305,2,3,2470,0
310000,3,1,1480,7830,1,3,1480,0
349950,5,3,2257,10117,1,3,1363,894
267800,2,1,700,6000,1,4,700,0
234000,4,2,1630,9010,1,4,1050,580
740000,4,2.5,3430,10157,2,3,3430,0
607500,5,1.75,2220,6000,1.5,3,1420,800
223000,3,1.75,1340,7473,1,4,1340,0
400000,2,1,980,2130,1,4,860,120
802000,3,2.5,2580,13096,2,3,2580,0
253000,4,2.5,2230,4541,2,3,2230,0
1058000,4,2,2290,11137,1,4,2290,0
300000,3,1,1260,8280,1,3,1260,0
625000,4,2.75,1680,11180,1,4,1680,0
707000,4,3.25,3200,7081,2,3,3200,0
950000,4,2.5,3320,7644,2,3,3320,0
420000,4,2.5,3040,24123,2,3,3040,0
498000,4,2.75,2270,7375,1,4,1290,980
450000,3,2.5,2910,17172,2,3,2910,0
955000,5,2.25,2510,9887,2,3,2510,0
215000,2,1,1240,7200,1,3,1240,0
437000,3,2.75,2580,5200,2,3,2580,0
773000,3,2.75,2470,3600,2,3,2470,0
1222500,4,3.5,4910,9444,1.5,3,3110,1800
256883,3,2.5,1690,5025,2,3,1690,0
592500,4,2.5,2240,12032,1,3,2240,0
252350,3,2,1650,7352,1,3,1160,490
370000,4,2.5,2710,5880,2,3,2710,0
465750,3,1.5,1260,10350,1,3,1260,0
185000,3,1,1150,8100,1,3,1150,0
582800,4,2.75,2550,7636,1,3,1440,1110
245000,3,1.75,1490,6930,1,4,1490,0
302000,4,1.75,2020,7865,1,4,1010,1010
451555,2,1,1320,4520,1,3,1320,0
250000,3,1,1230,10350,1,4,1230,0
255000,4,2.5,2070,7800,2,3,2070,0
840000,4,1.75,2930,11562,1,3,1670,1260
190000,3,1,1090,8520,1,3,1090,0
349950,3,1,1400,7066,1,3,1400,0
613000,4,2,1550,4815,1.5,3,1550,0
300000,3,1,1220,13000,1,4,1220,0
455000,3,2.5,1870,7344,1,3,1470,400
335000,3,2.25,2150,30476,2,3,2150,0
197500,3,1,980,3090,1.5,3,980,0
412500,3,1.5,1490,8475,1,4,1490,0
395300,3,1.5,1120,7000,1,3,1120,0
342400,3,2.25,1180,9630,2,3,1180,0
749400,4,2.5,3240,20301,2,3,3240,0
316500,4,2.5,2150,6807,2,4,2150,0
390000,3,2.5,2240,10800,2,3,2240,0
225000,3,2,1400,7384,1,3,1150,250
550000,3,2.25,1980,40887,1,4,1980,0
280000,3,1,1330,20562,1.5,3,1330,0
1255000,4,2.5,3200,7535,2,3,3200,0
575000,2,1,1490,6000,1,3,1090,400
1000000,5,4.25,3920,16258,2,3,2900,1020
585000,5,1.75,2000,3750,2,4,2000,0
620000,4,2.5,2680,9185,2,3,2680,0
204700,4,2,1670,9987,1,3,1670,0
695000,4,3,3150,9130,2,3,3150,0
689900,4,3.25,2740,7266,2,3,2060,680
375000,4,1.75,1890,8000,1,4,1250,640
475000,7,3.5,2870,29699,1,3,1520,1350
215000,3,1,1160,10384,1,4,1160,0
2100000,4,1.75,3550,19865,2,3,3550,0
790000,3,1.75,1790,6117,1,3,1350,440
350000,3,1.75,1680,250470,1,4,1070,610
695000,3,2.5,4560,17622,2,4,3800,760
263000,3,2.25,1590,7748,2,4,1590,0
400000,3,1,1630,10304,1,5,1630,0
525000,3,2.5,2700,7434,2,3,2700,0
349950,3,2.5,1700,7496,2,3,1700,0
1085000,4,3.25,3740,12080,1,3,2000,1740
744000,4,3,1980,5352,2.5,3,1980,0
312500,2,1,880,6345,1,3,880,0
240000,3,2,1400,6200,1,3,700,700
495000,4,2,2050,4000,1.5,5,1210,840
580050,3,2.5,2360,4638,2,3,2360,0
640000,4,2,2560,7798,1,4,1890,670
417000,3,1.5,1340,10224,1,4,1340,0
174950,3,1,1060,5200,1,5,1060,0
295000,3,1.5,850,2500,1,3,850,0
423000,4,1.75,1880,7303,1,3,1010,870
839000,3,1,1230,12305,1,3,1230,0
343000,4,1.75,2290,10290,1,3,1340,950
467000,3,1,1660,6582,1,5,1000,660
512500,3,2.5,1840,2875,2,4,1840,0
575000,4,2.5,3020,17810,1,3,1600,1420
465000,3,1.75,1410,6886,1,3,1410,0
270000,3,1,1010,9514,1,3,1010,0
340000,3,1.75,1960,8136,1,3,980,980
765000,5,3.75,3580,14275,2,3,3190,390
497000,4,2.5,2240,7200,2,3,2240,0
803100,4,2.5,3310,5404,2,3,3310,0
344000,3,2.5,1232,1130,3,3,1232,0
828950,4,3.5,3930,5680,2,3,2820,1110
386380,3,2.5,1720,3600,2,3,1720,0
312000,3,2.25,1490,974,2,3,1220,270
720000,3,2.5,3150,151588,2,3,3150,0
914500,4,2.5,3950,10856,3,3,3950,0
819995,5,2.75,3030,10335,2,3,3030,0
252700,2,1.5,1070,9643,1,3,1070,0
437500,3,2.5,2320,36847,2,3,2320,0
350000,1,1,700,5100,1,3,700,0
619000,3,2.5,2720,6439,2,3,2720,0
408200,3,2.5,1800,5761,2,4,1800,0
451000,3,1.75,1560,4049,1.5,3,1000,560
317000,3,2,1760,11410,1,5,1060,700
799000,4,3.25,3120,5000,2,3,2370,750
720000,2,1,2020,7200,1,4,1700,320
490000,3,2,1450,2400,1.5,3,1450,0
239900,4,2.25,1860,7000,1,3,1120,740
446000,4,2.25,2270,7800,1,3,1290,980
275000,3,2.5,1480,15639,2,3,1480,0
239950,5,1,1460,6032,2,4,1460,0
248000,4,3.5,1850,6519,2,3,1130,720
619500,3,2.5,2170,5000,2,3,2170,0
363750,3,1.75,1726,197326,2,4,1726,0
385000,3,1.75,1180,10541,1,4,940,240
370000,4,1.5,1370,9957,1,3,900,470
425000,3,2.5,2670,13218,1,4,2670,0
342000,3,1,1260,6826,1,3,720,540
345000,4,1,1980,7991,1.5,3,1980,0
724800,3,2,2050,3933,1,3,1180,870
725000,5,2.75,2830,5310,2,3,2830,0
605000,2,1,910,3600,1,4,910,0
350000,4,2.5,2440,4000,2,3,2440,0
785000,3,2,2180,5440,1,5,1100,1080
250000,3,2,1900,6660,1,5,950,950
565000,3,2.25,1520,1221,3,3,1520,0
875000,3,2,2220,6641,1,4,1220,1000
862500,4,2.75,3280,24440,2,3,3280,0
400000,3,2.5,2740,83199,2,3,2740,0
282613,2,1,830,6017,1,4,830,0
174500,2,1,1010,5200,1,3,1010,0
306500,3,2.25,2060,38377,1,4,1560,500
445000,3,2.25,1990,7340,2,3,1990,0
433000,4,2.5,2280,7568,2,4,2280,0
306000,3,2.5,1870,5874,2,3,1870,0
620000,3,2.25,1720,4000,1.5,4,1450,270
245000,2,1,870,6150,1,3,870,0
238000,3,2,1020,1204,2,3,720,300
523000,3,1.5,1260,3135,1.5,3,1260,0
522500,3,2.5,2370,7875,2,3,2370,0
180000,3,1,1000,18513,1,3,1000,0
375000,3,1.5,1100,1751,2,3,940,160
249000,3,2.25,1440,7673,1,3,940,500
730100,4,2.5,3120,14300,2,3,3120,0
551000,2,2,2260,9604,1,3,2260,0
375000,4,2.5,2790,7956,2,3,2790,0
540000,1,1,1140,6700,1.5,3,1140,0
605000,3,2.25,1290,2500,2,4,1290,0
205000,5,1.75,1730,5200,1,4,1050,680
645000,4,2.5,3160,11380,2,3,3160,0
314000,4,2.5,2340,8990,2,3,2340,0
330000,3,1.5,1170,4950,1,4,1170,0
490000,2,1,1160,5000,1,4,1160,0
445000,3,3,1970,24318,1,3,1970,0
2000000,5,4.25,6490,10862,2,4,3940,2550
377500,3,2.25,1410,1377,2,3,1290,120
480000,4,2.5,2430,5000,2,3,2430,0
804995,5,1.5,3360,5402,2,3,3360,0
341000,3,2.5,1480,1663,2,3,1180,300
675000,5,2.5,3200,6455,2,3,3200,0
611000,3,2.5,2134,1984,2.5,3,2134,0
379950,3,3.25,1860,1787,3,3,1860,0
1270000,4,3,5520,8313,2,3,3570,1950
500000,2,2.5,1310,1500,2,3,1160,150
410000,3,2,1700,4250,1,3,890,810
415000,3,2.5,2480,8342,2,3,2480,0
297000,5,2.5,1970,8605,2,4,1970,0
575550,4,2.5,2060,7475,1,3,1440,620
534640,3,2.5,2130,3500,1,4,1210,920
352500,3,2.25,1410,14110,1,3,1170,240
488000,2,2,1360,4688,1,3,780,580
732000,3,2,1940,55756,1,5,1940,0
215000,2,2.25,1610,2040,2,4,1610,0
592500,2,2,1420,9191,1.5,5,1420,0
290000,4,2.5,1700,7280,2,4,1700,0
475000,2,1,1490,3825,1,3,860,630
320000,3,2.5,2680,7757,2,3,2680,0
1216000,4,2.5,3190,8684,1,5,1680,1510
290000,5,1.5,2120,7700,1.5,5,2120,0
487250,4,2,1690,3250,1.5,3,1550,140
339000,4,2.5,1830,8601,2,3,1830,0
440000,2,1.5,1010,1968,1.5,5,1010,0
366500,4,2.75,2070,9300,1,5,1120,950
462000,3,1.5,1710,4500,1.5,3,1410,300
560000,4,1,1660,4690,1.5,3,1260,400
285000,4,1.75,2080,13629,1,4,1040,1040
280000,3,2.5,1270,9675,2,3,1270,0
210000,3,1,1080,21043,1,3,1080,0
690000,3,2,1610,5100,1.5,5,1610,0
256500,2,1,1120,9912,1,4,1120,0
411000,4,2.75,2500,5257,2,3,2500,0
215000,3,1,970,7275,1,4,970,0
762000,5,2,3370,5000,1.5,4,2140,1230
359950,3,1,1290,189486,1,4,1290,0
480000,4,3.5,3370,435600,2,3,3370,0
1405000,4,3.5,3410,10769,2,3,3410,0
390000,4,2.5,2490,8290,2,3,2490,0
413500,2,1,770,4000,1,5,770,0
285000,1,1.5,810,3211,2,4,810,0
475000,4,2.5,3060,10043,1,4,1700,1360
386591,3,2.5,1690,1613,2,3,1150,540
524950,3,1.75,1890,3825,1,3,1290,600
241000,2,2,1470,3128,2,3,1470,0
461000,2,1,1060,7193,1,3,1060,0
810000,4,2.5,3480,59242,2,3,3480,0
885000,4,2.75,2730,3560,1.5,3,1550,1180
247000,3,2.25,1580,7941,2,4,1580,0
296500,3,2.75,2170,7900,1,4,1380,790
141800,2,1,930,4743,1,4,930,0
333000,4,2,1580,7800,2,2,1580,0
602000,5,1.75,3290,11900,1.5,3,3290,0
565000,4,2.25,2110,10698,2,4,2110,0
373000,3,2.5,1670,3565,2,3,1670,0
588000,3,2.25,2030,7350,1,4,1190,840
485000,3,1,1500,4100,1.5,3,1370,130
482500,3,2.25,1450,1445,2,3,980,470
251200,4,1.5,1310,8250,1,3,1060,250
869000,5,3.25,4180,49222,2,4,2880,1300
464000,3,1.75,1630,28600,1,3,1630,0
755000,4,2.5,2660,10452,2,3,2660,0
280000,3,2.5,1720,1916,2,3,1720,0
485000,2,2.25,1260,1240,3,3,1260,0
305000,3,1.75,1610,12247,1,3,1610,0
110700,2,1,680,8064,1,3,680,0
850000,4,3.5,2640,5900,2,3,2640,0
350000,3,2.25,1640,7200,2,4,1640,0
319950,4,1.75,2310,8045,1,4,1650,660
700000,3,1.75,2010,4905,1,5,1230,780
368000,2,1.5,1660,4680,1,5,830,830
433500,3,2.5,2200,3360,2,3,2200,0
611000,4,2.5,2460,4200,2,3,2460,0
1000000,2,1.75,2430,23400,1,3,2430,0
307000,3,1,1370,7500,1,3,1370,0
442500,3,1.75,1800,10200,1,3,1800,0
485000,3,1.75,2200,7706,2,3,2200,0
367000,2,1,700,2334,1,3,700,0
429000,3,2.5,1920,15124,2,3,1920,0
446000,5,2.75,2190,12687,1,5,1370,820
572500,3,2.25,2030,9791,1,4,1500,530
477000,3,2.5,1350,2053,3,3,1350,0
518000,3,2.5,1680,2096,2,3,1380,300
462000,5,1.75,1250,10530,1,4,1250,0
1190000,4,3,2240,6000,1.5,4,1270,970
137000,3,1,950,7620,1,3,950,0
530000,3,3.5,2320,3174,2,3,2060,260
818000,2,2.5,2380,9374,1,3,2380,0
640000,2,2.25,1540,958,3,3,1540,0
298450,5,3,2100,9752,1,3,1200,900
575000,4,2.5,2500,4945,2,3,2500,0
730000,4,2.5,3230,7331,2,3,3230,0
551000,3,2.5,2830,5802,2,3,2830,0
271310,2,1,870,5340,1.5,2,870,0
675000,4,3,2690,28300,1,3,2690,0
479000,3,2.5,1260,889,3,3,1260,0
520000,4,3.5,2680,10000,2,3,2040,640
599950,3,2.5,2660,4975,2,3,2660,0
483945,2,1.75,1480,5120,1,4,840,640
390000,4,2.25,1770,33132,1,4,1190,580
192500,2,1,950,7692,1,3,950,0
330000,2,1,860,8308,1,4,860,0
250000,4,2,1960,7560,1,5,1160,800
243000,2,1,1770,5522,1.5,4,960,810
575000,4,1.75,1280,6060,1,3,860,420
639000,4,2.5,2150,12028,2,4,2150,0
710000,2,1,1790,4000,1,4,1040,750
675000,3,2.25,1990,10260,2,4,1990,0
405000,5,2.5,2430,4781,2,3,2430,0
615000,4,2.75,2820,13193,1,3,1860,960
490000,3,1,1910,8190,1,4,1010,900
467000,3,2.25,1270,1213,2,3,1040,230
480000,4,2.75,2050,3960,1,4,1180,870
755000,6,2,2150,4505,1,3,1270,880
760000,4,1.75,2450,13300,1,4,1630,820
387000,2,2.25,1230,1280,2,3,960,270
925000,4,2.25,2260,41984,1,4,2260,0
415000,2,1,1050,60113,1,4,1050,0
263000,3,1.75,1570,7775,2,3,1570,0
519900,4,2,1820,9350,1,4,1820,0
570000,2,1.75,1540,4025,1,4,1190,350
450000,3,1.5,2060,44866,1,3,2060,0
1300000,4,3.5,4380,74052,1,3,4380,0
300000,3,1,1090,9900,1,4,1090,0
320000,3,1.75,1480,7225,1,4,1480,0
387500,4,1,1320,4440,1.5,3,1320,0
458000,1,2.25,2140,10350,1,3,1470,670
1212500,4,3.5,4560,16643,1,3,2230,2330
380000,4,3,2800,9764,2,3,2800,0
200000,3,1,1050,5000,1,4,1050,0
385000,3,1.5,1490,9630,1,4,1490,0
396675,2,1,1730,6375,2,4,1730,0
452000,4,1,1210,3760,1.5,3,1210,0
426000,4,2.5,2800,8494,2,3,2800,0
792000,3,1.5,1570,1050,2,3,1570,0
315000,3,2.25,1400,31626,1,2,1140,260
1275000,4,2,2850,7861,1,4,1450,1400
326000,6,3,1880,7200,1,4,1880,0
268500,2,1,790,8424,1,4,790,0
440000,2,1.75,1300,4000,2,3,1300,0
300000,3,1,2120,7735,1,4,1060,1060
525000,3,1.5,1540,4773,2,3,1540,0
978000,4,2.75,2620,13777,1.5,4,1720,900
1125000,6,3,2880,3192,2,4,2180,700
700000,4,1,1680,4021,1.5,3,1680,0
315000,2,1,790,6969,1,3,790,0
309000,3,1,1092,7500,1.5,3,1092,0
219950,3,1.5,1650,9936,1,3,1090,560
289000,3,2.5,2090,4700,2,3,2090,0
210000,4,1.75,2180,28710,1,3,1180,1000
260000,4,2.5,1990,6671,2,3,1990,0
699000,4,2.5,2650,7945,2,3,2650,0
1800000,4,3.5,4460,16953,1,3,2550,1910
299950,3,1,910,8000,1,4,740,170
749950,3,2.5,2770,10773,2,3,2770,0
1100000,3,2,2390,6888,2,5,2390,0
555000,3,2.5,3050,158558,1,4,3050,0
384000,3,2.5,1700,4000,2,3,1700,0
499950,5,3.5,3200,43560,2,3,3200,0
430000,3,1.75,1200,4500,1,5,1200,0
350000,4,2.25,2220,6953,2,4,2220,0
620000,3,2.5,2480,9041,2,3,2480,0
765000,4,2.25,2560,12100,1,4,1760,800
250000,4,1.5,2500,6300,1,4,1500,1000
376000,2,1,1150,4000,1,3,1150,0
475000,4,1.75,1650,7775,1,4,1150,500
120750,3,1.75,1140,9628,1,4,1140,0
1690000,3,1.75,3400,8965,1,5,1820,1580
330000,3,1,1180,43124,1,4,1180,0
619500,3,2.5,1700,4105,2,3,1700,0
345000,3,1.5,1240,11200,1,4,1240,0
598000,5,2.25,2890,12478,2,3,2890,0
335000,3,1,1060,10050,1,4,1060,0
372500,4,1.75,1590,10523,2,4,1590,0
300000,6,5.25,2860,5682,2,3,2860,0
194000,1,1,820,1060,1,3,760,60
507500,3,2,2020,8118,1,3,1020,1000
325000,4,2.25,1870,9680,1,4,1170,700
329900,3,2.5,2170,4905,2,3,2170,0
329000,4,2.5,1600,6765,1,3,830,770
494000,4,1.75,2090,4300,1.5,4,1250,840
206000,4,2,1700,6025,1,3,1700,0
423000,4,1.75,1940,6909,1,4,970,970
259000,3,1,1320,8625,1,4,1320,0
879950,4,2.25,3500,13875,1,4,1830,1670
345600,5,3.5,2800,5120,2.5,3,2800,0
395000,3,1.5,1080,2940,1.5,4,1080,0
625000,4,2.5,3550,8048,2,3,3550,0
439000,3,2,2010,251341,2,3,1510,500
380000,3,1.75,1690,1468,2,3,1380,310
440000,3,1.5,1270,1443,3,3,1270,0
415000,3,2.25,1970,2377,2,3,1680,290
860000,4,2.75,3160,8097,2,3,3160,0
500000,3,2.5,1210,1200,3,3,1210,0
953007,4,3.5,3120,5086,2,3,2480,640
515000,4,2.5,2670,8765,2,3,2670,0
772000,3,2.25,1640,1204,3,3,1640,0
329995,4,2.5,2303,3680,2,3,2303,0
409316,3,2.5,1800,3168,2,3,1800,0
490000,5,3.5,4460,2975,3,3,3280,1180
305000,2,2.5,1590,2656,2,3,1220,370
785000,4,3.5,3070,4684,2,3,2190,880
240000,2,1.75,1330,7200,1,3,1330,0
325000,3,1,990,6750,1,4,990,0
535800,4,2.5,1900,5790,2,3,1900,0
720000,3,2.5,2020,1159,3,3,2020,0
374000,3,1.75,2000,9416,1,4,2000,0
189650,2,1.75,1100,7600,1,3,1100,0
420850,1,1,960,40946,1,5,960,0
815000,4,2.75,3488,9614,2,3,3488,0
1065000,2,1.75,1890,9466,2,3,1890,0
199000,4,2,2030,8120,2,3,2030,0
195000,3,1.75,1380,7350,1,3,990,390
1506000,4,3.25,3660,5800,2.5,3,3360,300
288400,3,2.25,1870,3230,2,3,1870,0
442000,4,2.25,2080,12007,1,4,1220,860
619420,4,2.75,2450,14803,2,4,2450,0
635000,4,2.25,2750,6180,1,4,1500,1250
210000,3,1,1240,4842,1,4,1240,0
512500,3,2.5,1900,7604,2,3,1900,0
567000,3,2.5,2540,6093,2,3,2540,0
525000,3,2.75,2100,10362,2,3,1510,590
475000,4,2,1790,2250,1,4,840,950
250000,3,2,1170,7258,1,3,1170,0
220000,3,1,1060,9126,1,5,1060,0
230000,5,2,1930,6120,1.5,3,1930,0
385500,3,2,1540,7947,1,3,1120,420
895000,5,3,2876,13927,1,4,1970,906
368250,3,2.5,2150,7484,2,3,2150,0
249900,2,1,1140,5500,1,3,1140,0
350000,3,1.5,980,7790,1,5,980,0
175000,3,1.75,1230,13056,1,4,1230,0
270000,3,1.75,1390,10905,1,3,860,530
495000,3,3.5,2380,6250,2,3,1670,710
1580000,3,3.25,3690,7200,2,3,3690,0
542500,5,3.25,3010,1074218,1.5,5,2010,1000
330000,3,1,1250,9126,1,3,1250,0
1003000,4,2.75,2290,6120,2,4,2170,120
299800,2,1,790,5240,1,4,790,0
299900,3,2.5,2720,6014,2,3,2720,0
691000,4,2.75,2550,8632,1,3,1700,850
195000,2,1,1080,3899,1,4,1080,0
405000,3,1.75,2470,9620,1,4,1570,900
360000,2,0.75,850,7710,1,5,550,300
256750,3,2.5,1990,8991,1,3,1570,420
332500,3,2.25,1800,10500,2,3,1800,0
975000,5,4,4850,36450,2,3,4850,0
218000,3,1,1020,7874,1,3,1020,0
429000,3,2.5,2420,49928,2,3,1860,560
589000,4,2.5,2910,5776,2,3,2910,0
255000,3,1.5,1060,9039,1,3,1060,0
668750,4,2.5,2340,6420,1,3,1590,750
344500,4,2.75,1800,5453,1,3,1050,750
452000,4,2,1660,6150,1,3,850,810
540000,3,1.75,1300,62290,1,3,1300,0
246000,3,1.5,1780,23819,1,3,1780,0
535000,2,1,1030,4841,1,3,920,110
970000,4,3.25,2790,5420,1,3,1130,1660
430000,3,1,1150,3000,1,5,1150,0
520000,4,2.5,3290,11446,2,3,3290,0
712000,4,2.5,3400,247421,2,3,3400,0
450000,2,1,1200,4000,1,3,1070,130
220000,4,2.5,2160,8005,2,3,2160,0
525000,3,1,1450,4000,1,4,950,500
1220000,4,2.5,3240,3600,2,3,2060,1180
540000,3,2,1470,1691,2,3,1000,470
600000,4,2.5,2360,5226,2,3,2360,0
600000,3,2.25,2230,9053,2,4,2230,0
625000,4,2.5,2630,48706,2,3,2630,0
150000,3,1,1010,25000,1,3,1010,0
389999,3,2.25,1445,1471,2,3,1300,145
285000,3,1.75,2380,6000,1.5,3,1320,1060
744000,4,2.75,2830,13059,2,3,2830,0
700000,4,2.5,3010,46173,2,3,3010,0
318989,4,2.25,2000,9000,1,4,2000,0
556000,3,2.25,2020,3600,2,3,2020,0
275000,3,2.5,2030,6326,2,3,2030,0
430000,3,2.75,2550,11160,2,3,2550,0
300000,2,1,970,13700,1,3,970,0
396450,3,1.75,1540,12446,1,5,1540,0
225000,2,1,1396,111949,1,3,1396,0
700000,4,3.25,2780,7875,2,3,2780,0
260000,6,2,2220,8797,1,3,2220,0
655000,4,3.5,2350,13402,2,3,1670,680
1185000,3,2.25,2760,40946,2,5,2760,0
1550000,3,2.5,4460,26027,2,3,4460,0
413800,3,2,1440,4421,1,3,1440,0
950000,5,3.75,5330,6000,2,3,3570,1760
334990,4,2.5,2220,4228,2,3,2220,0
2700000,5,4.75,5305,8401,2,3,3745,1560
1030000,3,4,3880,13095,2,3,3700,180
1130000,4,3.25,3810,8519,1,3,2680,1130
556000,3,3,1960,1168,2,3,1600,360
360000,3,2.5,1530,1131,3,3,1530,0
480000,4,2.25,3250,34293,2,4,3250,0
324000,3,2.5,1750,7208,2,3,1750,0
1050000,4,3.25,3440,35021,2,3,3440,0
275000,1,0.75,1170,14149,1,5,880,290
180000,3,1,870,5330,1,3,870,0
749000,4,2.5,2930,18199,2,3,2930,0
1600000,3,2.5,3160,12824,1,4,1820,1340
373500,2,1,800,3330,1,3,800,0
770000,4,2.5,2350,8001,2,4,2350,0
356000,2,1.75,1060,16470,1,3,1060,0
625000,3,1.75,2060,12558,1,4,1350,710
494400,2,1.75,1560,1750,1,4,780,780
585000,4,1.75,3000,42200,1,3,1500,1500
926300,3,1.5,1660,4800,2,3,1660,0
600000,3,1.75,1650,5100,1,5,1040,610
430000,4,3,3220,8936,2,3,2450,770
307000,3,1.5,2320,7500,1,3,2320,0
604700,4,2.75,2750,14982,1,3,1720,1030
219900,3,1,910,6000,1,2,910,0
270000,2,1.5,840,867,2,3,840,0
432000,3,2.25,1470,1578,2,3,1090,380
300000,6,2,2040,10812,1,4,2040,0
361000,3,1,1100,4046,1.5,4,1100,0
249950,2,1,940,8532,1,4,940,0
320000,3,2,1110,10500,1,5,1110,0
305000,4,1.75,2200,8100,1.5,5,1400,800
503000,2,1.75,2860,59612,1,3,1510,1350
235750,2,1,740,11250,1,2,740,0
657000,4,1.75,2740,8520,1,3,1370,1370
385000,3,1,1250,7300,1,4,1250,0
389950,4,2.5,3140,8060,2,3,3140,0
150000,2,1,820,10270,1,3,820,0
254500,4,2.75,2570,7264,2,3,1720,850
555000,4,2.25,2350,8140,1,4,1430,920
1075000,4,3,3600,9200,1,4,2100,1500
245000,4,2,1580,8000,1,3,1040,540
319950,2,1,1070,5824,1,5,1070,0
337000,3,1,1070,6109,1,5,1070,0
492000,4,2,1640,5000,2,3,1640,0
1170000,3,2.75,2890,12130,2,4,2830,60
348580,3,1,1220,7876,1,3,1220,0
180000,2,1,1400,4500,1,3,900,500
400000,3,1,1040,6250,1,3,1040,0
295000,4,2,980,10640,1,5,980,0
910000,4,3.25,3340,10890,1.5,3,2240,1100
